'sample interval','ABPmean','ABPsys','ABPdias','C.O.','HR','PAPmean','PAPsys','PAPdias','PULSE','RESP','SpO2','Tblood'
92,60.000,102.000,43.000,4.950,0.000,30.000,46.000,21.000,64.000,41.000,87.000,36.500
93,61.000,102.000,43.000,4.950,65.000,30.000,46.000,21.000,64.000,24.000,87.000,36.500
94,61.000,102.000,43.000,4.950,65.000,30.000,46.000,21.000,64.000,29.000,87.000,36.500
95,61.000,102.000,43.000,4.950,65.000,30.000,46.000,21.000,64.000,32.000,87.000,36.500
96,61.000,102.000,43.000,4.950,65.000,30.000,47.000,21.000,64.000,32.000,87.000,36.500
97,61.000,102.000,43.000,4.950,65.000,30.000,47.000,21.000,64.000,31.000,87.000,36.500
98,61.000,102.000,43.000,4.950,65.000,31.000,47.000,21.000,64.000,30.000,87.000,36.500
99,61.000,103.000,43.000,4.950,65.000,30.000,45.000,21.000,65.000,32.000,87.000,36.500
100,61.000,103.000,43.000,4.950,65.000,30.000,45.000,21.000,65.000,28.000,87.000,36.500
101,61.000,103.000,43.000,4.950,65.000,30.000,46.000,21.000,65.000,31.000,87.000,36.500
102,61.000,103.000,43.000,4.950,65.000,30.000,46.000,21.000,65.000,31.000,87.000,36.500
103,61.000,103.000,43.000,4.950,65.000,30.000,46.000,21.000,65.000,30.000,87.000,36.500
104,61.000,103.000,43.000,4.950,65.000,31.000,47.000,21.000,65.000,29.000,87.000,36.500
105,61.000,103.000,43.000,4.950,65.000,31.000,46.000,21.000,65.000,27.000,87.000,36.500
106,61.000,103.000,43.000,4.950,65.000,30.000,46.000,21.000,65.000,27.000,87.000,36.500
107,61.000,103.000,43.000,4.950,65.000,30.000,46.000,21.000,64.000,35.000,87.000,36.500
108,62.000,103.000,43.000,4.950,65.000,30.000,46.000,21.000,64.000,35.000,87.000,36.500
109,61.000,102.000,44.000,4.950,65.000,30.000,45.000,21.000,64.000,34.000,87.000,36.500
110,61.000,103.000,43.000,4.950,65.000,30.000,46.000,21.000,64.000,33.000,87.000,36.500
111,61.000,103.000,43.000,4.950,65.000,29.000,45.000,20.000,64.000,29.000,87.000,36.500
112,61.000,103.000,43.000,4.950,65.000,29.000,45.000,20.000,64.000,37.000,87.000,36.500
113,61.000,103.000,43.000,4.950,65.000,29.000,45.000,20.000,64.000,37.000,87.000,36.500
114,61.000,103.000,43.000,4.950,66.000,29.000,46.000,20.000,67.000,36.000,87.000,36.500
115,61.000,102.000,43.000,4.950,65.000,30.000,46.000,20.000,67.000,36.000,87.000,36.500
116,61.000,103.000,43.000,4.950,65.000,30.000,45.000,21.000,67.000,35.000,87.000,36.500
117,61.000,103.000,43.000,4.950,65.000,30.000,45.000,21.000,67.000,30.000,87.000,36.300
118,61.000,102.000,43.000,4.950,65.000,29.000,45.000,18.000,67.000,30.000,87.000,36.300
119,61.000,102.000,43.000,4.950,65.000,30.000,45.000,18.000,67.000,30.000,87.000,36.300
120,61.000,102.000,43.000,4.950,65.000,29.000,45.000,19.000,67.000,30.000,87.000,36.500
121,61.000,103.000,43.000,4.950,65.000,30.000,45.000,19.000,67.000,30.000,87.000,36.500
122,61.000,103.000,43.000,4.950,65.000,30.000,45.000,19.000,67.000,28.000,87.000,36.500
123,61.000,103.000,43.000,4.950,65.000,29.000,44.000,19.000,67.000,28.000,87.000,36.500
124,61.000,103.000,43.000,4.950,65.000,29.000,45.000,19.000,67.000,28.000,87.000,36.500
125,61.000,103.000,43.000,4.950,63.000,29.000,45.000,20.000,67.000,28.000,87.000,36.500
126,62.000,103.000,43.000,4.950,64.000,29.000,46.000,20.000,67.000,28.000,87.000,36.500
127,62.000,104.000,43.000,4.950,64.000,30.000,46.000,20.000,67.000,22.000,87.000,36.500
128,62.000,104.000,44.000,4.950,64.000,30.000,46.000,21.000,67.000,22.000,87.000,36.500
129,62.000,104.000,44.000,4.950,64.000,30.000,46.000,21.000,67.000,22.000,87.000,36.500
130,62.000,104.000,44.000,4.950,64.000,30.000,46.000,20.000,67.000,22.000,87.000,36.500
131,62.000,104.000,44.000,4.950,64.000,30.000,46.000,20.000,67.000,19.000,87.000,36.500
132,62.000,104.000,44.000,4.950,64.000,30.000,46.000,20.000,67.000,19.000,87.000,36.500
133,62.000,104.000,44.000,4.950,64.000,30.000,45.000,21.000,67.000,18.000,87.000,36.500
134,62.000,104.000,44.000,4.950,63.000,30.000,45.000,21.000,67.000,18.000,87.000,36.500
135,62.000,104.000,44.000,4.950,63.000,30.000,45.000,21.000,68.000,18.000,87.000,36.500
136,62.000,104.000,44.000,4.950,63.000,30.000,44.000,21.000,68.000,19.000,87.000,36.500
137,61.000,104.000,43.000,4.950,63.000,30.000,45.000,20.000,68.000,19.000,87.000,36.500
138,61.000,104.000,43.000,4.950,63.000,30.000,46.000,20.000,68.000,19.000,87.000,36.500
139,61.000,104.000,43.000,4.950,63.000,30.000,46.000,20.000,68.000,18.000,87.000,36.500
140,61.000,104.000,43.000,4.950,63.000,30.000,46.000,20.000,68.000,18.000,87.000,36.500
141,61.000,104.000,43.000,4.950,63.000,29.000,45.000,20.000,68.000,18.000,87.000,36.500
142,61.000,104.000,43.000,4.950,63.000,30.000,46.000,20.000,68.000,16.000,87.000,36.500
143,61.000,104.000,43.000,4.950,63.000,30.000,46.000,20.000,68.000,22.000,87.000,36.500
144,61.000,104.000,43.000,4.950,63.000,30.000,46.000,21.000,68.000,21.000,87.000,36.500
145,61.000,104.000,43.000,4.950,63.000,30.000,46.000,21.000,68.000,20.000,87.000,36.500
146,61.000,104.000,43.000,4.950,63.000,30.000,46.000,21.000,68.000,19.000,87.000,36.500
147,61.000,104.000,43.000,4.950,63.000,30.000,45.000,21.000,68.000,18.000,87.000,36.500
148,61.000,104.000,43.000,4.950,64.000,29.000,45.000,20.000,68.000,17.000,87.000,36.500
149,61.000,104.000,43.000,4.950,63.000,30.000,45.000,20.000,68.000,16.000,87.000,36.500
150,61.000,104.000,43.000,4.950,63.000,30.000,45.000,20.000,68.000,15.000,87.000,36.500
151,61.000,104.000,43.000,4.950,64.000,31.000,46.000,21.000,68.000,20.000,87.000,36.500
152,61.000,104.000,43.000,4.950,64.000,30.000,46.000,21.000,68.000,20.000,87.000,36.500
153,62.000,104.000,43.000,4.950,64.000,30.000,45.000,21.000,68.000,20.000,87.000,36.500
154,62.000,104.000,43.000,4.950,64.000,31.000,46.000,21.000,68.000,20.000,87.000,36.500
155,62.000,105.000,44.000,4.950,64.000,31.000,47.000,21.000,69.000,20.000,86.000,36.500
156,62.000,105.000,44.000,4.950,64.000,31.000,47.000,21.000,69.000,20.000,86.000,36.500
157,62.000,105.000,44.000,4.950,64.000,31.000,47.000,22.000,69.000,18.000,86.000,36.500
158,62.000,105.000,44.000,4.950,64.000,31.000,46.000,21.000,69.000,18.000,86.000,36.500
159,62.000,105.000,44.000,4.950,63.000,31.000,46.000,21.000,69.000,18.000,86.000,36.500
160,62.000,105.000,44.000,4.950,64.000,31.000,46.000,21.000,67.000,18.000,86.000,36.500
161,62.000,105.000,44.000,4.950,64.000,31.000,46.000,21.000,67.000,18.000,86.000,36.500
162,62.000,105.000,44.000,4.950,63.000,31.000,47.000,21.000,67.000,18.000,87.000,36.500
163,62.000,105.000,44.000,4.950,63.000,31.000,47.000,22.000,67.000,16.000,87.000,36.500
164,62.000,105.000,44.000,4.950,63.000,31.000,47.000,22.000,65.000,16.000,87.000,36.500
165,62.000,105.000,44.000,4.950,63.000,31.000,46.000,21.000,65.000,16.000,87.000,36.300
166,62.000,104.000,44.000,4.950,64.000,30.000,46.000,21.000,63.000,16.000,87.000,36.300
167,61.000,104.000,43.000,4.950,64.000,30.000,47.000,21.000,63.000,16.000,87.000,36.500
168,61.000,104.000,43.000,4.950,64.000,31.000,47.000,21.000,63.000,16.000,87.000,36.500
169,61.000,104.000,43.000,4.950,64.000,31.000,46.000,21.000,63.000,14.000,87.000,36.500
170,61.000,104.000,43.000,4.950,64.000,30.000,45.000,21.000,63.000,14.000,87.000,36.500
171,61.000,104.000,43.000,4.950,64.000,30.000,45.000,21.000,63.000,14.000,87.000,36.500
172,61.000,104.000,43.000,4.950,64.000,30.000,46.000,21.000,63.000,14.000,87.000,36.300
173,61.000,104.000,43.000,4.950,64.000,30.000,46.000,21.000,63.000,14.000,87.000,36.300
174,61.000,104.000,43.000,4.950,64.000,30.000,46.000,21.000,64.000,13.000,87.000,36.300
175,61.000,104.000,43.000,4.950,64.000,31.000,46.000,21.000,64.000,13.000,87.000,36.300
176,61.000,104.000,43.000,4.950,64.000,30.000,45.000,20.000,64.000,13.000,87.000,36.300
177,61.000,104.000,43.000,4.950,64.000,30.000,45.000,20.000,64.000,13.000,87.000,36.300
178,61.000,104.000,43.000,4.950,64.000,30.000,46.000,20.000,64.000,13.000,87.000,36.300
179,61.000,104.000,43.000,4.950,64.000,30.000,46.000,20.000,64.000,13.000,87.000,36.300
180,61.000,104.000,43.000,4.950,64.000,30.000,45.000,20.000,64.000,12.000,87.000,36.500
181,61.000,104.000,43.000,4.950,64.000,30.000,45.000,21.000,64.000,12.000,87.000,36.500
182,61.000,104.000,43.000,4.950,64.000,30.000,44.000,20.000,64.000,12.000,87.000,36.500
183,61.000,104.000,43.000,4.950,64.000,30.000,45.000,20.000,64.000,12.000,87.000,36.500
184,61.000,104.000,43.000,4.950,64.000,30.000,46.000,20.000,64.000,11.000,87.000,36.500
185,62.000,104.000,43.000,4.950,64.000,30.000,46.000,20.000,64.000,11.000,87.000,36.500
186,62.000,104.000,43.000,4.950,64.000,30.000,46.000,20.000,64.000,14.000,87.000,36.500
187,62.000,104.000,43.000,4.950,64.000,30.000,46.000,21.000,64.000,16.000,87.000,36.500
188,62.000,104.000,43.000,4.950,64.000,30.000,45.000,20.000,64.000,16.000,87.000,36.500
189,62.000,104.000,43.000,4.950,0.000,30.000,45.000,20.000,64.000,15.000,87.000,36.500
190,62.000,104.000,43.000,4.950,0.000,30.000,45.000,20.000,64.000,17.000,87.000,36.500
191,62.000,104.000,44.000,4.950,0.000,30.000,46.000,21.000,64.000,17.000,87.000,36.500
192,62.000,105.000,44.000,4.950,0.000,30.000,46.000,21.000,64.000,20.000,87.000,36.500
193,62.000,105.000,44.000,4.950,0.000,30.000,46.000,21.000,64.000,25.000,87.000,36.500
194,62.000,105.000,44.000,4.950,0.000,30.000,46.000,21.000,0.000,34.000,0.000,36.500
195,62.000,105.000,44.000,4.950,0.000,30.000,45.000,20.000,0.000,34.000,0.000,36.500
196,62.000,105.000,44.000,4.950,0.000,30.000,45.000,20.000,0.000,33.000,0.000,36.500
197,62.000,105.000,44.000,4.950,0.000,30.000,46.000,21.000,0.000,32.000,0.000,36.500
198,62.000,105.000,44.000,4.950,0.000,30.000,46.000,21.000,0.000,29.000,0.000,36.500
199,62.000,105.000,44.000,4.950,0.000,30.000,46.000,20.000,0.000,32.000,0.000,36.500
200,62.000,105.000,44.000,4.950,0.000,30.000,46.000,20.000,0.000,32.000,0.000,36.500
201,62.000,105.000,44.000,4.950,0.000,30.000,47.000,21.000,0.000,31.000,0.000,36.500
202,62.000,105.000,44.000,4.950,0.000,30.000,47.000,21.000,0.000,30.000,0.000,36.500
203,62.000,105.000,43.000,4.950,0.000,30.000,47.000,21.000,0.000,29.000,0.000,36.500
204,62.000,105.000,44.000,4.950,64.000,30.000,47.000,21.000,0.000,26.000,87.000,36.500
205,62.000,105.000,44.000,4.950,64.000,30.000,45.000,21.000,64.000,26.000,87.000,36.500
206,62.000,105.000,44.000,4.950,64.000,30.000,45.000,21.000,64.000,26.000,87.000,36.500
207,62.000,105.000,44.000,4.950,64.000,30.000,45.000,21.000,64.000,26.000,87.000,36.500
208,62.000,105.000,44.000,4.950,64.000,30.000,46.000,21.000,64.000,26.000,87.000,36.500
209,62.000,105.000,44.000,4.950,64.000,30.000,46.000,20.000,64.000,26.000,87.000,36.500
210,62.000,105.000,44.000,4.950,64.000,30.000,46.000,21.000,64.000,21.000,87.000,36.500
211,62.000,105.000,44.000,4.950,64.000,30.000,46.000,21.000,64.000,21.000,87.000,36.500
212,62.000,105.000,44.000,4.950,64.000,31.000,46.000,21.000,64.000,21.000,87.000,36.500
213,62.000,105.000,44.000,4.950,64.000,31.000,46.000,21.000,64.000,21.000,87.000,36.500
214,62.000,105.000,44.000,4.950,64.000,31.000,46.000,21.000,64.000,21.000,87.000,36.500
215,62.000,105.000,44.000,4.950,64.000,31.000,47.000,21.000,64.000,19.000,87.000,36.500
216,62.000,105.000,44.000,4.950,63.000,31.000,47.000,22.000,64.000,19.000,87.000,36.500
217,62.000,105.000,44.000,4.950,63.000,31.000,46.000,22.000,64.000,18.000,87.000,36.500
218,62.000,105.000,44.000,4.950,63.000,31.000,46.000,22.000,64.000,19.000,87.000,36.500
219,62.000,105.000,44.000,4.950,63.000,31.000,47.000,22.000,64.000,19.000,87.000,36.500
220,62.000,105.000,44.000,4.950,63.000,31.000,47.000,21.000,64.000,19.000,87.000,36.500
221,62.000,105.000,44.000,4.950,63.000,31.000,48.000,21.000,0.000,20.000,0.000,36.500
222,62.000,105.000,44.000,4.950,63.000,31.000,48.000,22.000,0.000,20.000,0.000,36.500
223,62.000,105.000,44.000,4.950,63.000,31.000,48.000,22.000,0.000,20.000,0.000,36.500
224,62.000,105.000,44.000,4.950,63.000,31.000,46.000,21.000,0.000,20.000,0.000,36.500
225,62.000,105.000,44.000,4.950,63.000,31.000,46.000,21.000,0.000,20.000,0.000,36.500
226,62.000,105.000,44.000,4.950,63.000,31.000,46.000,21.000,0.000,20.000,0.000,36.500
227,62.000,105.000,44.000,4.950,63.000,31.000,46.000,21.000,0.000,17.000,0.000,36.500
228,62.000,105.000,44.000,4.950,63.000,31.000,46.000,21.000,0.000,17.000,0.000,36.500
229,62.000,105.000,44.000,4.950,63.000,30.000,45.000,21.000,0.000,17.000,0.000,36.500
230,62.000,104.000,44.000,4.950,63.000,30.000,46.000,21.000,0.000,17.000,0.000,36.500
231,62.000,104.000,44.000,4.950,63.000,31.000,46.000,21.000,0.000,17.000,0.000,36.500
232,62.000,104.000,44.000,4.950,63.000,30.000,46.000,21.000,0.000,21.000,0.000,36.500
233,62.000,104.000,44.000,4.950,64.000,31.000,46.000,21.000,0.000,27.000,0.000,36.500
234,62.000,104.000,44.000,4.950,64.000,30.000,46.000,22.000,0.000,27.000,0.000,36.500
235,62.000,104.000,44.000,4.950,64.000,30.000,45.000,21.000,0.000,27.000,0.000,36.500
236,62.000,104.000,44.000,4.950,64.000,30.000,45.000,21.000,0.000,26.000,0.000,36.500
237,62.000,104.000,44.000,4.950,64.000,30.000,45.000,21.000,0.000,25.000,0.000,36.500
238,62.000,104.000,44.000,4.950,64.000,30.000,45.000,21.000,0.000,21.000,0.000,36.500
239,62.000,104.000,44.000,4.950,64.000,31.000,45.000,21.000,0.000,23.000,0.000,36.500
240,62.000,105.000,44.000,4.950,0.000,31.000,45.000,21.000,0.000,22.000,0.000,36.500
241,62.000,105.000,44.000,4.950,0.000,30.000,45.000,21.000,0.000,22.000,87.000,36.500
242,62.000,105.000,44.000,4.950,0.000,30.000,46.000,21.000,64.000,23.000,87.000,36.500
243,62.000,105.000,44.000,4.950,0.000,30.000,46.000,21.000,64.000,23.000,87.000,36.500
244,62.000,105.000,44.000,4.950,0.000,30.000,46.000,21.000,64.000,23.000,87.000,36.500
245,62.000,105.000,44.000,4.950,0.000,30.000,45.000,21.000,64.000,27.000,87.000,36.500
246,62.000,105.000,44.000,4.950,0.000,30.000,45.000,21.000,64.000,27.000,87.000,36.500
247,62.000,105.000,44.000,4.950,0.000,30.000,45.000,21.000,64.000,27.000,87.000,36.500
248,62.000,105.000,44.000,4.950,0.000,30.000,45.000,21.000,64.000,27.000,87.000,36.500
249,62.000,105.000,44.000,4.950,0.000,30.000,45.000,20.000,64.000,27.000,87.000,36.500
250,62.000,105.000,44.000,4.950,0.000,30.000,45.000,20.000,64.000,26.000,87.000,36.500
251,62.000,105.000,44.000,4.950,65.000,30.000,45.000,21.000,64.000,24.000,87.000,36.500
252,62.000,105.000,44.000,4.950,65.000,30.000,45.000,21.000,64.000,24.000,87.000,36.500
253,62.000,105.000,44.000,4.950,65.000,30.000,45.000,20.000,64.000,24.000,87.000,36.500
254,62.000,105.000,44.000,4.950,65.000,30.000,45.000,20.000,64.000,24.000,87.000,36.500
255,62.000,104.000,44.000,4.950,65.000,30.000,46.000,21.000,68.000,24.000,87.000,36.500
256,62.000,104.000,44.000,4.950,65.000,30.000,46.000,21.000,70.000,24.000,87.000,36.500
257,62.000,104.000,44.000,4.950,65.000,30.000,46.000,21.000,70.000,19.000,87.000,36.500
258,62.000,104.000,44.000,4.950,65.000,30.000,45.000,21.000,70.000,19.000,87.000,36.500
259,62.000,104.000,44.000,4.950,64.000,30.000,45.000,21.000,70.000,19.000,87.000,36.500
260,62.000,104.000,44.000,4.950,64.000,30.000,45.000,21.000,70.000,19.000,87.000,36.500
261,62.000,104.000,44.000,4.950,64.000,30.000,45.000,20.000,70.000,19.000,87.000,36.500
262,62.000,104.000,44.000,4.950,64.000,30.000,45.000,20.000,66.000,16.000,87.000,36.500
263,62.000,104.000,44.000,4.950,64.000,30.000,45.000,21.000,66.000,16.000,87.000,36.500
264,62.000,104.000,44.000,4.950,64.000,30.000,44.000,21.000,64.000,16.000,86.000,36.500
265,62.000,104.000,44.000,4.950,64.000,30.000,45.000,20.000,64.000,16.000,86.000,36.500
266,62.000,104.000,44.000,4.950,64.000,30.000,45.000,20.000,64.000,16.000,87.000,36.500
267,62.000,104.000,44.000,4.950,64.000,30.000,45.000,20.000,64.000,16.000,87.000,36.500
268,62.000,104.000,44.000,4.950,65.000,30.000,45.000,21.000,64.000,15.000,87.000,36.500
269,62.000,104.000,44.000,4.950,65.000,30.000,46.000,22.000,64.000,15.000,87.000,36.500
270,62.000,104.000,44.000,4.950,65.000,30.000,45.000,21.000,64.000,15.000,87.000,36.500
271,62.000,104.000,44.000,4.950,65.000,30.000,45.000,21.000,64.000,15.000,87.000,36.500
272,62.000,104.000,44.000,4.950,65.000,31.000,46.000,21.000,64.000,15.000,87.000,36.500
273,62.000,105.000,44.000,4.950,65.000,31.000,47.000,21.000,64.000,15.000,87.000,36.500
274,62.000,105.000,44.000,4.950,65.000,31.000,47.000,21.000,64.000,13.000,87.000,36.500
275,62.000,105.000,44.000,4.950,65.000,31.000,47.000,21.000,64.000,13.000,87.000,36.500
